gene,Exp_1,Free_1,Free_2,Exp_2,Pygo_1,Exp_3,Exp_4,Free_3,Pygo_2,Free_4,Pygo_3,Pygo_4
DEAF1,422,416,588,642,302,414,405,428,620,468,605,416
DECR1,3119,819,772,745,360,445,394,531,627,1239,670,627
DECR2,2073,558,646,1070,932,609,584,792,1161,666,987,622
DEDD,63,62,53,87,21,88,82,116,85,152,99,166
DEF6,174,385,620,573,719,429,356,467,1044,368,934,472
DEF8,217,241,328,275,309,112,157,395,330,255,325,120
DEFB4A,390,216,1080,13156,10117,6272,5349,721,24541,234,15110,5348
DEGS1,3319,2446,2893,4375,1806,3074,2911,2042,3261,2386,3395,2860
DEGS2,660,74,92,65,30,31,20,84,26,120,19,8
DEK,1658,1224,1879,2385,664,1637,1352,997,1111,1176,1131,1127
DENND11,1085,858,1049,1245,1103,747,708,907,1731,702,1044,765
DENND1A,2940,2566,3792,4257,2160,2637,2797,2402,3485,2080,3033,2072
DENND1B,2262,2197,2367,3287,1052,2115,1819,1403,2113,1658,1910,1647
DENND2A,722,1860,1778,1123,1146,831,695,1253,1651,2111,1265,1064
DENND2B,1050,1569,2384,1133,848,743,784,1307,1446,1986,1330,891
DENND2C,455,1240,1456,791,747,536,460,810,1212,1036,1041,606
DENND2D,329,136,170,374,356,271,224,160,530,110,388,255
DENND3,1186,823,1436,1991,502,1093,965,847,967,853,946,969
DENND4A,6038,5291,6719,8533,3122,4830,4701,3947,5428,4899,5187,4250
DENND4C,3428,3710,4888,3817,1497,3388,3421,2238,2794,4629,3330,1778
DENND5A,5140,3697,4591,7859,3637,5203,4898,3637,5406,3374,5685,4528
DENND5B,1906,817,653,1457,795,672,677,543,608,557,916,1037
DENND6A,1045,841,1203,1361,447,872,714,566,710,735,620,489
DENND6B,647,674,759,793,648,548,599,673,967,654,785,558
DENR,350,296,293,372,179,241,235,299,243,354,331,298
DEPDC1,339,124,122,675,187,490,470,132,316,56,313,154
DEPDC1B,159,32,69,199,64,209,176,49,123,64,151,34
DEPDC5,1711,1818,2599,2388,2042,1612,1523,2019,3002,2158,3168,2173
DEPDC7,368,126,168,219,25,125,120,170,89,104,157,76
DEPTOR,634,874,592,260,454,216,180,302,439,711,329,329
DERA,1070,349,350,410,237,368,370,267,485,274,382,233
DERL1,5437,2738,4830,6723,2295,3978,3527,4471,3985,4399,3743,3833
DERL2,849,477,712,977,346,621,685,584,690,691,619,688
DERL3,661,390,679,903,593,521,507,546,997,435,800,601
DES,167,5772,2558,127,8580,18,34,536,1872,8517,1962,3054
DESI1,3421,1652,2132,2493,1351,1527,1385,1486,2061,1306,1806,1522
DESI2,1213,998,1465,1798,631,1238,1115,854,953,1144,1200,1221
DET1,1127,989,1289,1390,1157,976,916,873,1833,1150,1444,1177
DEUP1,424,243,513,1133,488,737,694,579,990,597,991,839
DEXI,52,44,56,41,13,32,35,48,37,44,40,22
DFFA,264,350,499,449,282,345,229,359,357,488,349,356
DFFB,667,598,713,966,277,536,536,528,492,713,563,488
DFNA5,282,620,799,237,267,261,186,343,258,820,301,209
DGAT2,2108,1090,530,109,349,105,73,155,397,443,244,120
DGCR14,507,411,489,561,461,391,392,427,582,463,833,471
DGCR2,3348,1883,2895,3726,2368,2749,2988,2173,4032,2826,3699,2768
DGCR6,335,415,460,568,478,422,351,562,719,500,625,728
DGCR8,1706,1560,2025,2254,739,1629,1510,1327,1284,1864,1814,1814
DGKA,202,290,369,353,260,128,142,271,468,360,372,298
DGKB,18,605,313,16,20,33,87,157,46,190,73,85
DGKD,2725,2793,4082,3376,2437,2147,2119,2896,3874,2780,3395,2370
DGKE,1773,1649,1872,2401,947,1645,1444,1490,1464,1377,1623,1399
DGKG,271,303,790,230,214,155,88,545,232,489,349,203
DGKH,904,3394,4692,2255,1037,1438,1363,2434,1762,2555,1925,1330
DGKI,181,114,74,645,588,533,450,356,633,36,848,469
DGKK,14,44,24,52,155,36,70,54,188,29,96,46
DGKQ,1267,843,1020,1224,591,1285,948,818,862,871,1400,996
DGKZ,969,1677,2572,1788,2365,1102,1118,1857,3219,2187,2331,1227
DGUOK,144,176,191,109,88,66,74,235,164,155,112,117
DHCR24,1290,476,358,2255,894,1709,1565,673,1848,649,1554,1289
DHCR7,1604,542,793,2615,964,1699,1623,1208,1739,887,1723,1697
DHDDS,1431,1131,1589,1283,1182,1022,713,1435,1590,1959,1673,1344
DHFR,272,127,185,234,126,295,300,68,182,222,352,126
DHH,1096,58,78,18,6,4,16,57,22,80,13,8
DHODH,422,287,519,607,704,304,259,726,1026,622,866,615
DHRS11,1201,211,125,155,92,117,113,82,144,155,130,76
DHRS13,189,125,164,87,56,81,79,192,189,134,93,70
DHRS3,8451,4189,6441,8617,3832,6175,6239,5759,5037,5214,6350,6076
DHRS4,668,176,200,207,243,169,199,239,376,300,285,341
DHRS7,1369,950,1707,1013,989,693,674,900,1109,1026,1525,1224
DHRS7B,1127,667,793,1213,974,764,660,832,1314,645,1294,877
DHRS7C,0,288,23,1,89,0,0,16,21,289,62,74
DHRSX,194,330,356,261,186,140,118,258,346,309,231,168
DHTKD1,3072,990,2014,2178,1251,1483,1335,1966,1578,1284,1175,1246
DHX15,3646,3070,3580,5262,2775,3388,3121,2801,4503,3281,4867,3958
DHX29,2880,1753,2477,3240,1188,2820,2569,1430,1967,2720,3069,1467
DHX30,2636,1895,2863,3508,2722,2006,2030,2752,3972,2222,3222,2472
DHX32,34,23,20,36,32,47,20,25,51,32,32,42
DHX33,828,396,421,883,680,553,459,389,1111,386,785,552
DHX34,393,222,358,443,315,313,382,315,683,226,451,266
DHX35,401,413,433,564,433,413,339,461,524,459,496,303
DHX36,1442,1240,1578,2161,952,1496,1341,1275,1611,1472,1728,1457
DHX37,364,220,280,575,419,396,327,281,587,374,477,414
DHX38,1490,1261,1979,2095,1979,1300,1272,1782,2849,1820,2444,2297
DHX40,629,689,842,863,604,637,523,634,943,807,1041,713
DHX57,1090,935,1079,1276,957,886,939,897,1404,1234,1363,960
DHX58,96,160,181,237,174,83,118,193,373,184,239,104
DHX8,1570,1326,1931,1991,1521,1254,1124,1312,1889,1599,2046,1433
DIABLO,1189,467,507,1515,208,915,758,314,414,403,535,604
DIAPH2,5650,9464,11025,8732,2636,5107,4761,4453,5043,8649,5852,4395
DIAPH3,990,429,547,2341,601,1406,1506,454,841,630,1094,824
DICER1,6429,4981,6280,7941,2343,5203,4821,3467,3814,5595,5113,4955
DIDO1,3276,3076,4188,4834,2251,2883,2683,2617,4106,3287,4273,3455
DIEXF,955,714,898,1164,605,788,797,621,788,738,823,880
DIMT1,435,290,267,297,118,439,379,129,193,272,279,121
DIO1,558,18,23,41,18,9,10,14,8,20,11,25
DIO2,2845,2443,2866,3671,564,2545,2369,2297,943,2462,832,1094
DIO3,26,102,242,8,26,20,10,94,16,134,46,12
DIP2A,2812,2849,3927,3401,2300,2413,2324,2985,3470,3105,3181,2729
DIP2B,5197,5692,7892,8560,5736,5549,4724,6791,9180,6507,7532,5630
DIP2C,3215,2915,5094,4342,2614,3068,2981,3752,3744,3549,3637,2622
DIRAS1,4,26,18,6,0,0,0,14,2,38,8,6
DIRAS2,34,74,32,246,85,149,169,70,169,28,200,88
DIS3,738,534,829,910,405,807,627,456,607,721,745,589
DIS3L,919,778,957,1274,643,791,681,713,935,847,987,781
DIS3L2,1116,894,1162,1373,1247,760,717,1121,1701,1072,1598,1331
DISC1,604,1055,1361,859,510,456,440,905,771,951,696,683
DISP1,4432,1638,3382,9307,1606,4798,4805,3030,2529,1880,2583,3148
DISP2,100,130,85,72,48,90,107,32,34,39,112,22
DISP3,1449,3014,2677,2647,1954,1884,1422,4175,3232,2805,2467,1416
DIXDC1,783,1083,3168,1520,1050,798,684,1989,1654,1912,1489,1698
DKC1,1279,1212,1598,2186,2082,1282,1284,1582,2991,1879,2935,2468
DKK2,425,363,364,807,209,559,523,411,315,427,330,371
DKK3,494,5145,9161,586,644,368,327,3171,612,6782,1821,749
DLAT,2655,1319,1598,1583,1276,1027,926,1134,1753,1380,1477,1168
DLC1,3525,5292,7987,6183,3222,3032,3632,4981,3633,5710,4198,4457
DLD,2952,1971,1749,2063,1461,1383,1198,1297,1851,2176,2112,1848
DLEC1,96,175,259,62,39,32,12,132,72,151,71,60
DLEU7,2,8,0,6,4,4,6,0,2,0,19,0
DLG1,5924,4247,6755,6668,2578,4089,4268,3929,4080,4815,5041,4326
DLG2,985,1874,1480,1069,344,859,809,788,475,1270,912,341
DLG3,689,495,510,620,491,357,388,542,710,553,756,444
DLG5,3414,2048,2712,2835,1236,1860,1639,1897,1884,2143,2578,2221
DLGAP1,265,200,205,107,10,90,110,68,0,161,10,4
DLGAP2,16,124,44,204,29,60,48,62,82,34,72,46
DLGAP3,2,29,6,12,12,2,6,10,21,16,14,4
DLGAP4,1536,1752,2488,1905,1192,1220,1154,1631,1917,2090,1735,1165
DLGAP5,718,440,538,2451,900,1522,1411,497,1709,563,1622,684
DLK1,20,85,53,38,16,25,40,52,8,113,2,13
DLK2,811,116,408,526,707,533,657,289,682,337,589,603
DLL1,174,482,455,164,140,118,156,390,251,451,202,117
DLL4,604,1489,1398,731,583,417,429,1185,662,1646,665,594
DLST,4010,1682,1856,2370,2290,1566,1582,2025,3786,2039,3045,1750
DLX1,0,4,4,0,2,0,0,4,0,6,8,0
DLX2,0,0,0,0,2,2,4,0,2,0,2,2
DLX3,116,26,52,383,266,182,166,331,646,20,450,269
DLX4,0,0,12,6,2,0,2,6,10,0,4,0
DLX5,988,71,210,1048,256,957,1125,474,809,128,865,627
DLX6,76,4,26,188,118,121,98,130,282,10,209,83
DMA,87,146,205,229,233,227,192,208,377,113,260,122
DMAP1,842,812,1014,1973,1530,1105,985,1167,2822,953,2036,1330
DMB1,22,22,21,38,18,18,14,40,67,22,24,4
DMB2,56,335,341,320,308,237,184,312,625,190,266,124
DMBX1,4,0,4,8,8,8,4,0,12,4,0,24
DMC1,126,36,33,63,38,68,42,32,77,38,63,20
DMD,5812,9299,9092,3086,4587,2502,2549,3815,3133,9212,3716,3706
DMGDH,5937,60,43,104,38,80,70,20,36,30,39,36
DMRT1,1,6,2,1,6,2,0,2,12,0,1,4
DMRT2,88,50,52,0,24,0,2,24,22,80,12,32
DMRTA2,0,0,2,0,8,0,0,0,8,0,0,0
DMRTB1,14,12,11,4,5,8,6,2,2,0,10,0
DMTF1,1143,873,1263,1579,951,1002,934,959,1343,1059,1287,884
DMTN,257,939,615,1715,1392,982,1255,985,2772,824,2858,2020
DMXL1,14986,4875,5868,7604,4070,8164,7110,4277,5891,6487,8582,4557
DMXL2,3385,2603,2965,7483,2486,3606,3370,2557,4479,1895,4033,3327
DNA2,329,135,189,1453,411,867,689,301,853,239,750,519
DNAAF1,408,111,155,162,78,170,141,96,131,157,94,114
DNAAF10,281,242,350,342,190,231,196,279,351,288,373,339
DNAAF2,67,46,103,93,72,58,58,57,76,63,84,25
DNAAF4,271,101,66,321,72,238,323,83,234,109,208,179
DNAAF5,699,400,544,848,551,644,484,563,570,709,594,709
DNAAF9,16485,12370,12138,16404,8553,11860,12634,9393,6835,8808,12302,12465
DNAH1,409,225,313,516,403,306,243,243,416,220,547,559
DNAH10,575,177,231,206,294,169,122,201,482,172,409,303
DNAH12,198,212,87,384,88,159,150,90,187,112,103,80
DNAH17,533,721,798,1256,987,390,464,940,2311,522,1814,926
DNAH3,297,236,523,532,669,522,466,478,698,610,818,586
DNAH5,10,30,17,14,44,14,10,0,19,0,10,20
DNAH5L,36,272,32,40,30,36,27,27,33,34,56,25
DNAH7,156,486,676,255,136,155,148,214,191,459,285,194
DNAH8,19,10,9,20,1,16,16,0,16,12,28,16
DNAH9,168,361,233,214,376,153,138,241,341,189,268,301
DNAI1,86,66,52,42,42,51,31,36,42,73,78,66
DNAI2,14,16,17,2,14,16,23,17,52,0,10,26
DNAI7,33,49,42,65,21,33,47,16,65,18,42,34
DNAJA1,2586,1720,1332,2871,1103,1603,1454,1002,1539,2053,2410,1596
DNAJA2,1660,1921,1867,2704,648,1872,1437,1010,1221,1780,1823,1872
DNAJA3,1596,1121,1159,1651,1299,1070,969,1218,1882,1734,1932,1415
DNAJA4,964,1755,1372,1918,938,990,904,1032,1821,1424,1654,1356
DNAJB1,694,902,926,1057,848,513,588,880,1571,619,1189,594
DNAJB11,1005,478,934,1355,626,852,876,796,1130,1365,1867,1856
DNAJB12,1957,1193,1585,2478,1317,1526,1391,1625,2398,1577,2341,1921
DNAJB13,74,35,20,30,44,20,19,2,18,44,27,17
DNAJB14,2129,1477,1999,2704,845,1886,1445,1445,1498,1976,1741,1921
DNAJB2,1188,965,981,1712,1659,1019,1069,1384,1729,1090,1934,1311
DNAJB4,1625,3605,4098,2345,1069,1470,1314,2118,1585,4355,2000,2203
DNAJB5,288,451,255,191,501,232,174,180,356,959,397,384
DNAJB6,2988,2542,3488,4160,1472,2463,2471,2129,2537,3317,3112,3175
DNAJB9,1922,1443,1411,2785,639,1868,1527,847,870,920,958,1133
DNAJC1,1538,924,1327,2015,931,1453,1492,1309,1650,1441,2480,2374
DNAJC10,2650,1607,2496,2889,1035,1994,1667,1505,1557,2492,1683,1578
DNAJC11,1311,683,964,1276,852,833,795,932,1277,1085,1221,960
DNAJC12,774,824,792,785,232,513,470,496,416,436,559,295
DNAJC13,5380,3276,4675,5939,3568,3886,3614,3887,4915,4188,4521,3885
DNAJC15,640,525,568,763,256,802,727,334,469,408,451,458
DNAJC16,1984,1030,1379,2301,1545,1748,1764,1366,2517,803,1920,1265
DNAJC17,211,212,308,334,259,240,232,157,354,318,319,265
DNAJC18,1144,762,1030,1395,526,952,975,616,925,987,1280,1004
DNAJC19,525,385,424,402,272,245,233,319,327,351,413,319
DNAJC2,592,590,600,719,276,590,545,390,513,903,1117,882
DNAJC21,1046,297,394,458,172,418,352,251,315,629,592,355
DNAJC22,470,0,0,6,0,0,0,8,0,0,1,0
DNAJC24,71,66,72,69,47,65,78,62,64,65,96,84
DNAJC25,588,384,480,600,186,621,448,437,203,603,563,426
DNAJC27,535,368,491,575,473,328,315,546,859,579,593,383
DNAJC28,387,118,150,223,138,115,114,128,159,140,179,120
DNAJC3,6679,4783,7758,7943,3497,4900,4984,5567,5153,7064,6486,6470
DNAJC30,762,548,647,690,674,354,336,566,630,642,564,426
DNAJC5,627,487,556,923,375,549,465,537,640,464,627,642
DNAJC5B,0,4,0,2,0,0,0,0,0,6,0,0
DNAJC5G,172,78,86,194,152,99,102,133,247,98,199,130
DNAJC6,416,572,127,121,87,105,79,105,92,82,78,108
DNAJC7,1825,2020,1988,2308,1712,1572,1456,1603,2221,2943,2713,2622
DNAJC8,1259,1217,1399,1574,844,1114,979,864,1154,1091,1226,941
DNAJC9,453,248,351,675,264,375,265,347,434,533,745,794
DNAL1,301,308,375,384,85,177,203,176,127,588,158,155
DNAL4,121,133,257,173,129,184,138,167,201,357,290,258
DNALI1,132,71,84,102,26,45,40,54,19,35,32,33
DNASE1,9,4,0,2,0,0,0,8,11,0,0,2
DNASE1L2,4,11,0,14,11,0,5,12,24,2,13,18
DNASE1L3,171,260,117,424,512,419,356,608,868,115,553,426
DNASE2B,133,377,396,512,814,479,489,495,1405,270,825,424
DND1,24,9,12,8,29,6,14,26,44,8,45,40
DNER,54,325,40,180,29,41,68,48,22,22,26,25
DNLZ,156,206,283,133,107,105,81,275,307,244,210,140
DNM1,962,2731,4294,1216,1866,910,1022,2755,3146,3129,2694,2000
DNM1L,3754,2983,3350,4737,1820,3078,2618,2214,2768,2534,2602,2768
DNM3,1909,1485,1621,2196,840,1572,1512,1166,1033,1399,1530,1316
DNMBP,1905,1863,3041,1292,1598,889,963,2317,2583,2423,1848,1490
DNMT1,1905,1128,2073,2973,2292,1709,1876,2201,4147,1833,3249,2415
DNMT3A,2584,1799,2173,2738,2042,1584,1890,2259,3353,2683,3508,2746
DNMT3B,115,8,14,94,111,86,65,40,205,18,230,72
DNPEP,706,613,752,730,719,411,462,676,1030,791,975,541
DNTT,34,8,5,13,6,10,6,6,12,10,23,0
DNTTIP1,373,468,453,623,487,425,367,554,849,365,728,439
DNTTIP2,1186,1070,1026,1339,606,986,752,859,884,982,1368,1217
DOC2B,2,240,22,0,8,22,27,18,17,18,20,10
DOCK1,6518,6886,9229,6496,2988,4432,4226,5492,4756,7680,5531,5634
DOCK11,882,3634,5279,3530,3072,2261,2156,2406,6089,3192,4214,2050
DOCK2,360,1176,1087,2866,1149,1700,1577,663,2075,720,1932,1215
DOCK3,472,316,251,879,410,498,528,175,422,132,459,444
DOCK4,1498,1728,1819,2881,1213,1982,1412,1376,2332,1408,2261,1544
DOCK5,4999,2348,4201,4268,4412,3519,2695,4181,6049,2752,5965,2920
DOCK7,7157,4258,5923,6112,4157,4141,3715,4707,5894,4542,5621,3777
DOCK8,1523,949,1379,4352,3135,3739,3537,1545,5770,902,5387,2500
DOCK9,1724,8424,8651,3250,1289,1711,1392,3980,1994,6563,1995,1467
DOHH,380,321,498,573,408,282,259,634,663,418,398,375
DOK1,235,276,340,395,471,244,230,386,781,252,504,317
DOK2,10,75,66,146,361,175,162,80,631,32,335,140
DOK3,8,12,20,32,60,6,16,7,45,6,33,5
DOK4,138,242,293,162,91,75,90,303,148,291,204,114
DOK5,23,301,670,28,52,40,25,142,58,329,89,64
DOK6,367,389,463,193,64,155,151,127,94,208,174,60
DOK7,60,297,143,94,218,29,35,66,141,337,104,209
DOLK,395,183,217,272,186,284,192,95,277,156,195,216
DOLPP1,540,254,330,588,285,451,444,356,479,375,486,463
DONSON,166,110,181,364,222,261,181,234,341,72,320,202
DOP1B,3523,1971,3162,3710,2507,2896,2583,2210,3593,1851,3030,2368
DOT1L,6377,4789,5371,15987,10291,8612,8251,6355,16712,6161,14793,10483
DPAGT1,2186,1310,2100,2606,1110,1891,1829,1409,1790,1206,1707,1483
DPCD,287,277,303,355,179,223,193,332,399,222,356,194
DPEP1,362,2,14,254,26,116,112,6,31,18,20,6
DPEP2,167,290,362,2012,567,1318,1248,325,1324,227,902,651
DPF2,493,325,493,713,413,381,517,369,748,578,869,616
DPF3,704,1202,2074,1052,579,600,498,1278,1102,1800,1272,746
DPH1,406,384,627,614,373,355,309,547,593,442,479,351
DPH2,48,80,93,150,96,49,61,101,142,76,88,82
DPH3P1,508,477,681,570,320,440,354,433,524,860,607,824
DPH5,373,327,387,475,175,252,219,225,343,186,295,270
DPH6,808,629,743,1010,346,640,550,453,472,740,537,637
DPH7,1108,1088,1577,1466,707,1129,943,1173,1291,1219,1162,1280
DPM1,723,585,537,745,151,554,361,362,274,714,637,794
DPM2,532,324,410,621,435,415,381,534,711,520,591,585
DPP10,473,518,501,365,208,301,284,217,279,308,178,406
DPP4,4539,329,455,759,312,539,454,235,707,274,429,337
DPP6,25,421,78,27,17,88,135,64,41,94,57,56
DPP7,1232,479,939,1265,863,936,845,773,1457,702,1174,977
DPP8,1289,1473,1705,1551,1306,1039,1005,1196,1492,2164,1479,1191
DPP9,2454,1694,2256,3654,2415,2261,2102,1978,3674,2179,3542,2611
DPT,57,6309,10252,70,96,49,24,2954,97,7783,99,95
DPY19L1,1955,2206,3459,2341,569,1766,1374,1460,1114,2810,1437,1662
DPY19L3,506,771,978,1089,266,706,770,356,447,381,548,504
DPY19L4,1443,1251,1804,1849,649,1349,1111,1094,1040,1514,1087,1086
DPY30,161,191,216,262,117,172,164,122,155,190,208,152
DPYD,3379,424,529,1381,589,829,739,487,1119,360,1009,813
DPYS,5897,2,4,76,11,20,4,6,23,4,14,7
DPYSL2,5131,13522,16586,8271,5327,5223,4584,11849,9419,14452,8266,6901
DPYSL3,1828,6469,9614,3064,2259,1714,1740,5317,3615,9473,3081,2442
DPYSL4,189,113,144,127,42,127,122,214,109,326,148,222
DR1,1056,714,1024,1422,517,1088,971,851,774,902,856,746
DRAM1,43,142,94,247,27,113,95,50,55,69,45,101
DRAM2,833,380,596,396,177,334,213,287,335,299,370,157
DRAXIN,53,94,154,105,55,72,71,91,121,52,113,76
DRC1,36,29,19,19,26,24,19,18,23,42,23,12
DRC3,28,6,12,21,6,4,21,14,18,14,30,24
DRC7,20,8,9,21,18,10,11,6,31,6,14,7
DRD1,303,26,33,8,8,4,0,25,4,32,2,15
DRD2,0,52,4,7,14,10,15,0,4,0,0,2
DRD3,34,44,64,116,105,6,23,22,50,41,130,34
DRD4,37,31,59,58,16,32,25,41,31,19,42,11
DRD5,0,2,2,2,2,0,0,4,6,0,4,0
DRG1,541,502,590,790,418,396,410,417,482,545,598,508
DRG2,1069,859,860,1060,783,753,722,899,1224,924,1096,898
DRGX,0,22,2,0,0,2,2,0,0,2,0,0
DROSHA,1238,828,1071,1786,734,1191,1222,685,1269,1004,1459,1064
DRP2,68,206,304,52,32,30,83,206,27,295,26,36
DSCAM,8,33,108,35,8,30,2,37,30,90,17,12
DSCAML1,120,16,27,15,8,10,8,10,11,0,21,4
DSCC1,2669,332,504,2214,553,2065,2101,415,553,476,1161,2098
DSCR3,1073,1230,1302,1402,550,993,821,679,901,1162,1126,872
DSE,1132,2152,3969,2151,1283,1606,1426,2579,2168,3499,2169,1432
DSEL,642,2069,2602,546,278,224,221,911,197,2314,408,254
DSG2,277,102,22,22,12,22,14,10,12,6,12,4
DSN1,346,342,439,641,424,351,271,413,699,315,640,381
DSP,506,1363,211,90,131,104,88,138,224,161,60,147
DSTN,12639,14363,17833,18113,9768,12761,10751,13276,17279,12498,14586,10706
DSTYK,1762,1440,2399,2165,1335,1565,1244,1680,2053,1894,1897,1611
DTD1,495,539,580,827,427,582,595,490,617,365,798,560
DTD2,253,113,119,165,78,148,104,104,125,176,163,181
DTHD1,18,3,8,8,4,16,3,8,2,32,8,32
DTL,260,124,176,643,287,504,423,172,555,182,481,266
DTNA,2397,1814,1396,1647,1516,1775,2143,1549,1481,1956,1186,1249
DTNBP1,552,525,686,583,288,385,438,413,490,475,540,408
DTWD1,392,491,782,337,101,321,331,206,183,509,242,193
DTWD2,318,93,51,190,55,169,159,78,72,214,168,123
DTX1,6,27,32,13,22,8,2,16,36,4,22,2
DTX2,555,665,569,788,779,522,429,596,1223,531,907,658
DTX3L,430,699,591,1255,411,760,675,383,756,435,757,603
DTX4,2070,775,1110,1095,869,582,652,951,1355,754,862,633
DTYMK,315,372,513,787,430,539,425,431,753,515,686,571
DUOXA1L,1,0,16,2,0,0,0,0,0,4,16,10
DUS1L,470,411,537,611,530,417,332,440,780,543,785,534
DUS2,354,271,327,427,224,238,248,269,346,254,322,249
DUS3L,295,232,241,382,327,179,179,172,496,385,386,280
DUS4L,152,153,217,189,76,148,139,214,133,280,162,205
DUSP1,1769,5646,12104,3409,1868,421,672,7358,2280,3993,2474,3613
DUSP10,935,1383,1252,1694,1108,855,937,1020,1277,1623,1256,1557
DUSP12,133,193,207,197,88,185,166,195,220,165,127,112
DUSP13,2,133,112,14,101,22,14,32,65,127,36,70
DUSP14,1291,1588,2834,1301,584,824,836,1697,813,1952,939,804
DUSP15,97,71,130,38,56,33,41,67,82,52,53,44
DUSP16,1900,1043,1154,794,561,472,352,713,638,876,588,488
DUSP19,451,275,396,562,224,282,273,386,261,388,325,276
DUSP21,140,34,75,148,102,125,124,85,128,56,127,58
DUSP22,3556,1842,1958,2757,1774,1791,1588,1579,3617,1793,3983,2300
DUSP23,200,304,301,256,213,195,117,293,258,282,326,162
DUSP26,76,414,660,55,283,58,48,353,332,450,242,150
DUSP28,0,0,5,3,8,20,0,0,0,9,10,2
DUSP29,60,346,221,143,253,149,74,75,162,558,187,170
DUSP3,380,1005,713,326,454,239,254,411,565,919,381,334
DUSP4,223,86,134,462,304,328,379,402,638,112,770,260
DUSP5,369,430,436,1271,579,778,665,631,1104,205,906,759
DUSP6,374,716,827,725,274,511,502,602,539,764,420,392
DUSP7,6142,3153,6201,7860,3764,5751,5969,4339,5955,4743,6086,5629
DUSP8,304,1000,1685,984,937,381,391,1207,825,906,901,866
DUT,1056,581,951,1839,530,1098,1041,679,964,696,925,657
DVL1,3300,2640,3406,3156,2144,2188,2081,2431,3222,3487,3130,2140
DYDC2,14,17,0,0,0,0,0,0,0,0,0,1
DYL1,2245,1830,2402,3371,994,2354,1945,2029,2313,2884,2227,2523
DYL2,0,4,4,0,4,0,0,2,2,2,0,6
DYM,2344,1238,1950,2412,1250,2038,2142,1512,2500,1972,2876,1645
DYNC1H1,26675,38261,46269,36264,31159,23768,20110,35980,41596,41607,36092,25908
DYNC1I1,438,587,432,533,308,439,427,339,475,295,523,363
DYNC1I2,5070,4614,5998,7072,2337,4958,4728,3493,3784,4848,4873,4578
DYNC1LI1,504,409,561,852,234,450,466,448,407,673,488,680
DYNC1LI2,2062,4462,5403,2585,994,1872,1501,2314,1453,3948,1593,1706
DYNC2H1,2983,2469,4022,2418,1292,1986,1722,2186,1833,2658,2060,1852
DYNC2LI1,660,411,491,302,98,329,231,162,125,180,215,159
DYNLL2,1653,1380,800,553,384,411,391,511,491,978,445,398
DYNLRB1,1184,1198,1126,1560,388,1191,1002,828,679,1960,1219,1455
DYNLRB2,10,10,6,27,6,16,10,6,2,8,20,10
DYNLT1,217,160,161,362,136,240,197,126,192,214,188,232
DYNLT3,2156,2719,3060,1590,736,1010,1024,1894,952,3029,1160,1313
DYRK1A,5427,6429,6946,9176,3362,5412,5347,3847,5804,5671,6385,5675
DYRK2,1360,1459,1229,1715,819,1202,1113,1004,1147,1239,1340,1249
DYRK3,3672,1699,2395,8284,3608,4613,4508,2912,6881,1596,6002,5144
DYSF,1918,4735,3087,1697,3992,949,910,2771,3947,4610,3007,2127
DYTN,60,50,98,136,38,95,96,93,83,66,79,68
DZANK1,695,149,138,258,116,205,201,81,269,135,200,185
DZIP1,554,416,602,460,199,387,283,272,298,446,416,327
DZIP1L,171,68,195,18,33,21,6,87,38,169,61,18
E2F1,568,365,440,1795,938,1064,1097,595,2211,427,1249,922
E2F2,66,62,33,169,125,122,81,90,268,26,160,61
E2F3,325,271,254,1635,334,776,690,285,815,242,653,600
E2F4,949,568,763,1401,911,780,666,717,1589,803,1484,1053
E2F5,818,698,939,1038,285,794,707,443,544,463,609,419
E2F6,142,175,177,213,96,146,147,118,179,172,177,176
E2F7,284,116,122,705,246,473,496,186,528,238,514,321
E2F8,546,257,310,1590,621,1192,1222,231,1277,270,945,432
E4F1,582,504,631,908,508,578,523,539,703,564,898,656
EAF1,1218,1194,1559,1464,874,1205,1099,963,1487,1561,1566,1060
EAF2,1480,1626,1889,3662,1117,2288,1793,1372,1544,1757,2197,1709
EAPP,198,268,301,174,77,197,214,278,197,281,272,323
EARS2,287,104,152,204,239,137,144,168,294,156,280,216
EBAG9,1315,1087,1265,1398,399,1255,1246,760,670,1235,973,948
EBF1,4298,3241,3860,6460,2353,4761,5152,2770,3725,3208,5120,3745
EBF2,35,1529,1713,37,115,18,32,590,97,1372,169,175
EBF3,399,1946,2260,964,195,521,632,695,462,1804,597,548
EBNA1BP2,357,339,335,429,230,285,267,293,395,415,677,427
ECD,2372,400,652,2760,1240,1773,2045,1365,1842,847,1772,2632
ECE1,1588,1882,2237,1372,1058,732,773,1365,1669,1772,1376,852
ECE2,338,335,235,458,258,246,260,334,417,208,319,315
ECEL1,10,79,0,1,0,1,4,0,5,0,2,0
ECH1,735,355,341,236,351,173,158,359,498,280,419,208
ECHDC1,446,267,417,302,182,247,232,225,253,299,277,169
ECHDC2,1148,292,343,446,243,320,383,306,399,590,483,591
ECHDC3,901,398,545,394,240,294,337,367,375,431,339,261
ECHS1,1096,573,509,377,549,340,250,497,544,346,797,447
ECI1,1857,682,700,719,770,413,479,735,1375,460,877,570
ECI2,1825,1031,889,905,514,743,616,609,682,913,640,622
ECM2,1625,11146,18577,3764,1613,3061,2468,4931,3267,9533,5204,5190
